2.494585208605576909e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
3.173360746757665396e+01,2.002733933813275158e+01,1.584514394638271373e+00,2.000000000000000000e+00
8.179230648432888984e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,5.077890363961795606e-01,2.000000000000000000e+00
1.709236614790496844e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,3.958495537795079233e-01,2.000000000000000000e+00
1.885332016506697244e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,2.655151210368826287e-01,2.000000000000000000e+00
1.390669773284344046e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
3.100519364297457869e+01,2.175418899463107181e+01,1.425251644666075679e+00,2.000000000000000000e+00
1.139279644026326395e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
3.156693687089387979e+01,5.065461101032015279e+01,6.231799285648954578e-01,2.000000000000000000e+00
6.441737557314465334e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
3.258030981053108377e+01,6.006721896610487477e+01,5.423975068483811723e-01,2.000000000000000000e+00
3.087471558331490229e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
3.103243959177520495e+01,4.545446162061384854e+01,6.827149301819432914e-01,2.000000000000000000e+00
1.086538596591421424e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
3.213759512450476308e+01,5.598442239099900775e+01,5.740453103196031526e-01,2.000000000000000000e+00
1.348336190226545739e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
3.143140829698464600e+01,2.065159385768108891e+01,1.521984623249510005e+00,2.000000000000000000e+00
3.534328798228025903e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
3.004471030150978095e+01,3.247227765672607802e+01,9.252418514993367982e-01,2.000000000000000000e+00
6.403437728399322282e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
3.200265019092994834e+01,5.473439780447091607e+01,5.846899111826137085e-01,2.000000000000000000e+00
5.273338934039355053e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,4.319563984789157596e-01,2.000000000000000000e+00
2.959351841565758718e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,3.965111913016478029e-01,2.000000000000000000e+00
1.253866343099302014e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
3.270225010611468264e+01,6.119041976171536135e+01,5.344341521673184880e-01,2.000000000000000000e+00
2.294537154630706937e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,3.519559066565710048e-01,2.000000000000000000e+00
6.432537160195397519e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
3.000679034498217845e+01,2.911955672440284104e+01,1.030468651325169960e+00,2.000000000000000000e+00
1.394161672359234387e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
